Manager,Owner,Market,Submarket,Property Name,Address,City,State,ZIP,Units,Manage v. OWN and manage
Greystar Management,CBRE Investment Management,Nashville,1 - Nashville - Downtown,"Gossett on Church, The",1201 Church Street,Nashville,TN,37203,367,MANAGE
Greystar Management,Greystar,Nashville,1 - Nashville - Downtown,Harlowe,908 Division Street,Nashville,TN,37203,298,MANAGE
Greystar Management,Clarion Partners,Nashville,1 - Nashville - Downtown,River House,4 Academy Place,Nashville,TN,37210,247,MANAGE
Greystar Management,Portman Holdings,Nashville,1 - Nashville - Downtown,Starling,820 4th Avenue North,Nashville,TN,37219,359,MANAGE
Greystar Management,Clarion Partners,Nashville,1 - Nashville - Downtown,Terra House,115 Middleton Street,Nashville,TN,37210,194,MANAGE
Greystar Management,Price Development Group,Nashville,2 - Nashville - Central,"Monroe, The",1300 4th Avenue North,Nashville,TN,37208,244,MANAGE
Greystar Management,Creek Lane Capital,Nashville,2 - Nashville - Central,Oxbow,2141 Waterside Drive,Nashville,TN,37207,296,MANAGE
Greystar Management,Creek Lane Capital,Nashville,2 - Nashville - Central,"Wayward, The",2135 Waterside Drive,Nashville,TN,37207,355,MANAGE
Greystar Management,Wood Partners,Nashville,3 - Nashville - Central South,Alta Rochelle,1021 South Street,Nashville,TN,37203,355,MANAGE
Greystar Management,Alliance Residential Company,Nashville,3 - Nashville - Central South,Broadstone Berry Hill,2500 Bransford Avenue,Berry Hill,TN,37204,302,MANAGE
Greystar Management,"Tinsley, Edward R.",Nashville,3 - Nashville - Central South,"Monroe, The",1300 4th Avenue South,Nashville,TN,37210,134,MANAGE
Greystar Management,Origin Investments,Nashville,3 - Nashville - Central South,Queens Wedgewood Houston,715 Hagan Street,Nashville,TN,37203,223,MANAGE
Greystar Management,Atlas Real Estate Partners,Nashville,3 - Nashville - Central South,Standard Assembly,715 Merritt Avenue,Nashville,TN,37203,310,MANAGE
Greystar Management,Atlas Real Estate Partners,Nashville,3 - Nashville - Central South,Westerly House,700 Hamilton Avenue,Nashville,TN,37203,246,MANAGE
Greystar Management,Wood Partners,Nashville,4 - Nashville - Lebanon Pike,Alta City Side,1301 Lebanon Pike,Nashville,TN,37210,368,MANAGE
Greystar Management,Wood Partners,Nashville,6 - Nashville - Central North,Alta Lofts on the Levee,210 Cumberland Bend,Nashville,TN,37228,325,MANAGE
Greystar Management,Alpha Residential,Nashville,6 - Nashville - Central North,Apex Marathon Village,1501 Herman Street,Nashville,TN,37208,313,MANAGE
Greystar Management,"Giddings Group, The",Nashville,6 - Nashville - Central North,"Duke Metrocenter, The",131 Great Circle Road,Nashville,TN,37228,194,MANAGE
Greystar Management,Southeastern Development Associates,Nashville,6 - Nashville - Central North,SoundWater,341 Great Circle Road,Nashville,TN,37228,467,MANAGE
Greystar Management,Alliance Residential Company,Nashville,7 - Nashville - Vanderbilt,Broadstone Centennial,2 City Place,Nashville,TN,37209,261,MANAGE
Greystar Management,Sunroad Enterprises,Nashville,7 - Nashville - Vanderbilt,Elliston 23,2312 Elliston Place,Nashville,TN,37203,331,MANAGE
Greystar Management,Greystar,Nashville,7 - Nashville - Vanderbilt,Fallyn,110 19th Avenue South,Nashville,TN,37203,347,MANAGE
Greystar Management,Brass Enterprises,Nashville,7 - Nashville - Vanderbilt,Millennium Music Row,70 Music Square West,Nashville,TN,37203,230,MANAGE
Greystar Management,Starwood Capital Group,Nashville,7 - Nashville - Vanderbilt,NOVEL Edgehill,801 12th Avenue South,Nashville,TN,37203,270,MANAGE
Greystar Management,Greystar,Nashville,8 - Nashville - Woodbine,Avana South Oaks,100 Antioch Pike,Nashville,TN,37211,323,MANAGE
Greystar Management,Wood Partners,Nashville,11 - Nashville - Northeast,"Station by Alta, The",900 East Trinity Lane,Nashville,TN,37207,302,MANAGE
Greystar Management,Greystar,Nashville,14 - Nashville - Southwest,Avana Bellevue,2100 Waterford Circle,Nashville,TN,37221,180,MANAGE
Greystar Management,Greystar,Nashville,14 - Nashville - Southwest,Avana Lexington,510 Old Hickory Blvd,Nashville,TN,37209,598,MANAGE
